Returns
0.00000
-0.00491
0.01896
-0.02791
0.05283
0.01345
0.02691
-0.03494
-0.02245
0.00444
-0.00922
-0.00930
-0.01878
-0.01417
0.00000
-0.02447
-0.02468
0.01020
0.01495
0.00995
-0.01971
0.00000
-0.01005
-0.03046
-0.00503
-0.04211
0.05495
-0.00542
0.04189
0.03016
0.00000
-0.00976
0.02483
0.00962
-0.03810
-0.02495
0.00528
0.01010
-0.00520
0.00523
-0.00520
-0.00483
0.06061
-0.01905
-0.03883
-0.06061
0.03742
-0.02570
0.01064
0.00000
-0.02105
-0.05935
0.03429
0.02210
0.02725
0.01053
0.02583
0.05077
-0.01933
-0.02444
-0.01535
0.02052
0.05026
0.04786
-0.00438
-0.01835
-0.01421
-0.03299
0.00980
0.02408
0.02389
0.06000
-0.03913
-0.00473
-0.01352
0.01852
0.00436
0.00471
0.03604
0.01287
-0.04293
0.01794
0.00000
-0.00423
-0.00885
0.02679
0.04348
-0.00833
0.02924
-0.02025
0.00833
-0.07041
0.01778
0.02201
0.02974
-0.01660
-0.02093
0.02138
0.02127
-0.01256
0.00000
-0.02913
-0.01310
0.02201
0.00855
0.01695
-0.00433
0.00000
0.02109
-0.02459
-0.04639
-0.02644
0.01376
-0.01357
-0.04526
0.01896
0.02791
-0.01340
-0.01835
-0.06093
-0.01473
0.00485
0.01528
0.02455
-0.04832
-0.10154
-0.02803
0.03488
0.03371
-0.05435
0.00000
0.04000
0.01105
-0.03804
0.01136
0.01663
-0.01636
-0.02831
0.04070
-0.02800
0.00000
0.01143
-0.02260
-0.02868
0.00000
-0.00619
-0.05989
0.00000
0.07034
0.01762
-0.02340
0.02396
0.01170
0.04625
0.01105
-0.01618
-0.03911
0.02313
-0.00542
0.00000
-0.00591
-0.03429
0.00616
-0.01788
-0.07762
0.03896
-0.01250
0.01266
-0.00650
0.00654
0.01250
-0.01235
-0.01250
0.01266
0.06850
0.01778
-0.01747
-0.02901
-0.00627
-0.04219
-0.08253
-0.06898
0.01482
0.02921
-0.01419
-0.07887
0.07813
-0.02203
0.00771
-0.03706
-0.01527
0.00000
-0.02295
-0.05524
-0.00874
0.00881
0.02487
0.02492
0.00768
0.02349
0.07010
0.01449
0.03543
0.01380
-0.02014
0.00667
-0.04801
0.01449
0.00686
0.00000
0.00000
0.02157
0.00000
-0.00722
-0.00672
-0.01408
0.00686
-0.02100
0.00696
-0.02879
-0.02193
-0.01515
0.02277
0.00000
-0.03730
0.01563
-0.02277
0.00000
-0.00819
-0.02349
-0.00845
-0.02426
0.01680
0.00793
-0.01639
0.01667
-0.04066
-0.00889
0.00897
0.02529
0.01667
0.00000
-0.02426
-0.00874
0.02576
0.00793
0.00000
-0.02426
0.00806
-0.01667
0.00881
0.00000
0.00806
0.01667
0.00852
0.00780
0.04000
-0.02295
-0.03175
0.00000
0.06557
0.04615
-0.01471
0.00716
-0.02193
-0.03758
0.00000
0.00000
-0.00819
0.00000
-0.00762
-0.00832
-0.03226
0.00000
0.00867
-0.00859
0.05867
0.00756
0.03875
0.02286
0.05882
0.01389
-0.02740
-0.02817
0.04348
0.00000
0.02056
-0.02014
0.00000
-0.00722
0.06323
-0.02000
0.00000
0.00698
-0.00693
0.03383
0.01922
0.04485
-0.02439
-0.00650
-0.02516
0.03252
-0.00650
0.00000
-0.03120
-0.01299
0.00000
0.00000
0.00632
0.01308
0.03252
0.00600
0.00646
-0.00642
0.01889
-0.01854
-0.01839
-0.01924
0.00671
0.01282
0.01266
0.00000
0.04350
-0.01198
0.07905
0.01124
-0.00578
-0.02235
-0.00549
0.00000
0.02851
-0.00536
-0.01124
0.01136
0.00539
-0.00536
0.03371
-0.00565
-0.01093
0.00575
0.01099
0.01087
0.02667
0.02639
-0.02041
-0.00542
0.00545
-0.02625
-0.01583
-0.01652
-0.02210
0.00588
0.06157
-0.02625
0.00522
0.03244
-0.00503
0.00000
0.01558
-0.00498
-0.00542
0.00000
0.00545
-0.00542
-0.00503
0.00505
0.04734
0.00480
0.00518
0.01980
0.02408
-0.01403
-0.01462
-0.02420
-0.01520
0.00000
0.02559
0.00475
-0.02444
-0.00525
0.01015
-0.00483
0.00000
0.05535
-0.00459
0.03346
-0.01377
0.06604
-0.02230
-0.03150
0.04187
0.01363
0.00000
0.00000
-0.03540
0.00000
-0.00917
-0.00926
0.01869
0.01358
-0.01810
0.00479
-0.00917
-0.00481
0.01861
0.03215
0.02655
0.02586
0.02084
-0.01646
-0.00837
0.05908
0.02805
-0.00775
-0.02344
-0.03200
0.00000
0.00826
0.05344
0.01556
-0.03463
0.04762
0.01152
0.08987
-0.01045
0.02444
-0.02386
0.00000
-0.01028
-0.00702
0.04579
-0.00676
0.00680
-0.00324
0.01003
-0.00671
0.00000
0.00351
0.02020
0.02297
0.00335
-0.02906
-0.04636
0.00000
0.00361
-0.00360
0.01056
-0.01374
-0.04543
0.00000
0.02190
0.02857
-0.03472
0.00374
0.02867
0.01031
-0.01021
0.00000
-0.01394
0.02120
0.04152
-0.05315
-0.03873
0.01109
0.02166
0.04946
-0.02370
-0.03779
-0.03956
-0.03731
-0.01550
0.05512
0.03373
-0.01444
-0.02930
0.02626
-0.04765
-0.03490
-0.02400
0.02459
0.00384
0.00414
0.02000
-0.03143
0.02024
-0.00409
0.05946
0.02239
0.05109
0.00000
-0.00694
-0.01035
0.00000
0.02459
-0.01379
0.01399
0.00359
0.00687
0.01010
0.02027
-0.01987
-0.06081
0.00000
0.02158
-0.01042
-0.01082
0.02878
-0.02098
-0.06771
-0.02697
0.04346
0.05282
-0.01806
-0.00730
-0.01088
0.04817
0.02496
-0.02768
-0.01793
-0.00725
-0.05109
0.03077
0.01881
0.00000
-0.01113
0.01126
-0.03311
-0.00758
0.00763
0.00758
0.04150
-0.01819
-0.01824
0.00749
0.00000
-0.02230
-0.00395
-0.00763
0.01938
-0.00392
0.03030
-0.01824
0.00000
0.02606
0.01109
0.01068
0.02143
0.03497
-0.02351
-0.01052
-0.01035
0.00339
0.03183
-0.03085
-0.00704
0.03206
-0.02749
-0.01074
0.00714
0.02128
0.05556
0.05921
0.00621
-0.01235
0.00325
0.03414
0.03012
-0.00585
0.02941
-0.02857
-0.00282
0.02643
-0.01425
-0.03801
0.01212
0.01796
-0.02941
0.00315
0.01812
0.00000
0.00000
-0.00593
-0.02101
-0.01220
0.01235
-0.01220
0.00938
0.05186
0.01744
0.02286
0.00000
0.01408
0.00264
-0.01912
0.07842
0.03636
-0.02265
0.08985
-0.02823
-0.05094
0.07143
-0.04286
-0.00995
0.06030
0.04986
-0.02257
0.02531
0.00685
-0.00680
-0.00901
-0.02036
0.00223
-0.02537
0.00228
0.07109
0.03770
0.05970
0.06824
-0.04324
-0.01764
-0.01811
0.03069
0.03754
0.05527
0.00000
0.01273
-0.03571
-0.03704
0.04031
0.01301
-0.01825
-0.03911
0.03296
-0.00749
-0.01509
-0.02682
0.02756
0.02682
-0.01493
0.03591
-0.00176
-0.01099
-0.01852
0.00755
0.00749
-0.03346
-0.03846
0.03200
0.03488
0.07491
0.00000
-0.02439
-0.03214
0.01845
0.02899
-0.01056
-0.03915
0.00741
0.04412
0.00704
-0.00531
0.05104
-0.00669
0.02357
-0.01645
0.00334
0.02667
0.00974
0.01929
0.00946
-0.00313
0.00627
-0.00312
0.00313
-0.01558
-0.02532
-0.01948
0.03974
0.00955
-0.01262
-0.03195
-0.03300
0.01706
0.00000
-0.00510
0.05235
0.01923
0.00629
-0.01250
-0.01582
